D_O_Y,avg_trip_duration
5,751.409471349882
52,874.8485581938822
107,936.1539071306653
100,867.5498902958274
126,929.9582265792857
140,990.9076064292708
164,855.7445701442042
202,948.4101659574014
274,1094.2882122001913
273,1067.739218678708
163,962.7144749969527
168,961.5327063510146
195,937.1535456964566
268,875.2008735178948
