D_O_Y,avg_trip_duration
56,713.2407808444974
49,701.7319976191237
36,649.2519847792498
63,695.4913647985685
152,721.8063438333706
186,631.212472181448
237,744.6457750593755
235,725.079375420092
225,727.1165547410073
289,697.8450366636982
275,702.396432139524
314,793.9235731233111
325,679.8381878229957
306,708.8291573994867
357,724.6335733281725
