D_O_Y,daily_count
1,345037
156,420585
165,341089
173,364462
181,357125
189,350404
247,270399
266,349716
366,284166
20,382105
53,346756
178,331802
213,305523
212,343574
270,320999
158,356542
114,391827
134,397062
322,359986
