D_O_Y,avg_trip_duration
39,964.273917879513
49,885.0276029437879
63,918.5729141204981
76,1035.1793277822721
235,1073.7286356992784
225,1010.1207977515944
306,1136.8738106425467
311,1166.4318986975697
355,1108.8542494781584
275,1010.4614385071734
94,1004.3034948752336
123,1119.7156544177378
196,972.2575338138713
353,1108.246417877652
321,1043.2975223382318
278,1246.5654585383293
161,1036.2994394169937
