D_O_Y,avg_trip_duration
16,761.4540709530596
69,746.3841474445952
71,781.2020375481559
146,685.574876626023
133,816.2908270689408
139,803.972076931399
160,822.1685424911738
223,767.7127848389644
309,876.7014161341319
310,916.0237542319536
351,882.9422687728336
35,778.0011904657119
