D_O_Y,daily_count
365,209709
15,246888
29,266632
64,290631
73,336119
98,279660
99,285025
96,326443
232,224236
155,279353
183,242071
216,244322
85,280093
113,285483
162,278488
184,246399
221,286988
301,262617
171,307880
