D_O_Y,daily_count
7,371043
11,405075
274,523009
330,309751
313,437656
40,406198
51,561972
38,513313
103,415069
114,526612
117,295156
101,487794
100,475873
141,517297
148,519001
145,264652
181,461035
180,431104
243,379068
238,462314
247,448732
