D_O_Y,daily_count
31,539574
290,541136
295,527704
293,473346
339,576771
36,535477
81,418165
66,491087
79,520598
61,327874
90,460734
136,526549
122,510175
172,403789
171,490010
183,459217
211,505321
198,516428
217,487787
218,492732
229,419795
264,432885
244,415946
246,457529
262,492744
