D_O_Y,daily_count
17,511023
4,367525
299,448371
277,436158
287,510052
314,476906
309,541229
341,468013
343,518683
47,391436
49,487630
67,409911
106,520593
119,492792
147,479870
121,536561
150,483608
126,517448
164,485592
158,419990
186,295276
185,302128
223,457720
269,535047
272,459106
