D_O_Y,daily_count
22,498241
19,352534
2,376708
25,460723
298,447544
278,439893
276,522853
284,463646
331,354945
323,531206
337,533216
351,566530
335,486874
98,486193
138,467644
123,460670
142,495935
133,502828
169,534044
165,398991
188,418571
220,418264
215,417427
261,532709
