D_O_Y,daily_count
23,519394
13,442543
282,545705
297,541727
286,481219
329,470537
320,441757
358,382635
59,527443
42,463213
88,428889
78,496540
84,470114
112,499859
151,409350
134,532276
170,520706
174,471939
234,420738
221,365236
233,486161
256,459030
252,488771
