D_O_Y,avg_trip_duration
23,801.8269605744995
104,949.9475154917916
99,953.2647443134966
96,918.7482830060165
131,941.4429926465305
46,806.3091116512078
78,932.8272401144745
198,991.7019812589293
221,9310.0
