D_O_Y,avg_trip_duration
29,678.5258172414161
73,719.7418918562172
64,687.088535890287
85,685.5605508759105
113,689.9975623660021
98,679.5330720335095
171,761.5084254849786
162,731.1084915927518
184,689.988923451348
183,662.2383733542083
365,684.4945645933462
