D_O_Y,avg_trip_duration
19,713.2811363718099
90,749.3033269978862
126,703.1777113254286
140,791.433972273641
164,811.4313867062235
185,711.9921636966164
194,805.3409457009886
228,777.0349281285379
229,772.3331653023353
257,826.3410304821529
256,824.2485315813831
328,631.0310114477968
344,728.7728005083634
268,823.3320272260327
