D_O_Y,avg_trip_duration
41,667.1087369186307
55,659.9096586255104
44,731.350839785283
32,671.5292955570344
82,711.2437570719042
102,667.6684825956378
95,689.7498254743923
117,693.5455115261083
128,749.2411465964215
144,641.9947340992131
150,702.2652313443946
283,721.0209446600992
285,648.1492089642641
291,693.4847648361325
