D_O_Y,avg_trip_duration
158,1158.111229672969
173,1099.1728185642557
322,1073.604155453157
266,1238.4127963342823
213,1166.3638135546028
134,1103.5798531180706
212,1145.825217998994
178,1205.5539849861093
