D_O_Y,avg_trip_duration
24,695.3718752286418
88,707.5216260375643
83,677.9992863263112
91,685.6806481164203
142,828.8109093729059
172,789.0153674238304
210,749.0433860365093
253,817.5154669673242
260,833.6471705408968
295,777.8641497388525
305,843.2673420363656
312,855.3824527341436
336,794.7037350091549
362,754.1489342127792
149,788.3319914234455
