D_O_Y,avg_trip_duration
1,668.1697113636915
20,632.0280369966456
21,614.5529673906826
65,707.5979984912475
66,729.3447510384235
109,771.3623791493585
165,807.8627489969248
265,780.3215965316756
262,811.9329636316739
339,845.3607582995464
62,683.6993302413077
181,755.6650395882534
