D_O_Y,daily_count
47,412835
43,463682
70,428366
120,446132
147,415919
179,348433
207,349537
238,356497
227,370379
326,376593
345,427829
166,374858
177,425774
219,386930
364,319649
335,374390
246,378290
284,378262
290,459236
320,347615
