D_O_Y,avg_trip_duration
4,869.2069332632794
2,819.2513862147777
10,906.2151143595896
50,951.0534611053752
127,948.5459379235097
137,1084.1599853440734
151,992.4176680730592
255,1016.2383302039212
315,1096.5308268895517
331,995.5256523383335
12,944.6273898408813
72,964.2875864979907
121,926.0291699630802
249,1001.583426693906
211,962.5504165424622
264,1019.4493704991917
