D_O_Y,avg_trip_duration
7,638.2167199191766
154,798.8926654507799
203,762.4292337650853
199,712.6680015592682
187,707.6565067990998
258,872.2788869414297
296,724.5478754589416
287,799.4507809615715
298,763.0027991828322
300,853.1878576194327
307,797.3640866744538
323,738.7863157003321
356,772.7412677956668
348,842.4388019453374
